Column_or_Row_Name,Unit,Definition,Data_Type,Term_Type
Latitude,decimal_degrees_WGS1984,Geographic location (latitude) of site.,numeric,column_header
Locality,N/A,Name of field site where sample was collected.,text,column_header
Longitude,decimal_degrees_WGS1985,Geographic location (longitude) of site.,numeric,column_header
Macrophyte_Coverage,percent,Estimated macrophyte cover in the river. One of the following classes may be selected: >70%; 30-70%; 5-30%; or none.,text,column_header
Material,N/A,Type of sample (e.g. Liquid>aqueous; sediment; etc). Uses a controlled vocabulary from IGSN SESAR (https://www.geosamples.org/).,text,column_header
Mean_00000_NH4_mg_per_L_as_NH4,milligrams_per_liter,"Mean ammonium reported as ammonium (rather than as nitrogen). 5-digit prefix typically refers to a US Geological Survey (USGS) parameter code in the column headers of this data package. The USGS does not have a parameter code for ammonium that is appropriate, so 00000 is used as a placeholder to keep column name formats consistent. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00530_TSS_mg_per_L,milligrams_per_liter,"Mean total suspended solids. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_TSS), the NPOC values of each of the three biological replicates (e.g. SPS_005_TSS-1; SPS_005_TSS-2; SPS_005_TSS-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00602_TN_mg_per_L_as_N,milligrams_per_liter,"Mean dissolved nitrogen [nitrate + nitrite + ammonia + organic-N] reported as nitrogen. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_OCN), the NPOC values of each of the three biological replicates (e.g. SPS_005_OCN-1; SPS_005_OCN-2; SPS_005_OCN-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00653_PO4_mg_per_L_as_PO4,milligrams_per_liter,"Mean phosphate reported as phosphate (rather than as phosphorus). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00681_NPOC_mg_per_L_as_C,milligrams_per_liter,"Mean dissolved organic carbon data measured as non-purgeable organic carbon (NPOC) and reported as carbon. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_OCN), the NPOC values of each of the three biological replicates (e.g. SPS_005_OCN-1; SPS_005_OCN-2; SPS_005_OCN-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00691_DIC_mg_per_L_as_C,milligrams_per_liter,"Mean dissolved inorganic carbon reported as carbon. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_DIC), the NPOC values of each of the three biological replicates (e.g. SPS_005_DIC-1; SPS_005_DIC-2; SPS_005_DIC-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00915_Ca_mg_per_L,milligrams_per_liter,"Mean calcium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00925_Mg_mg_per_L,milligrams_per_liter,"Mean magnesium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00930_Na_mg_per_L,milligrams_per_liter,"Mean sodium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00935_K_mg_per_L,milligrams_per_liter,"Mean potassium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00940_Cl_mg_per_L,milligrams_per_liter,"Mean chloride. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00945_SO4_mg_per_L_as_SO4,milligrams_per_liter,"Mean sulfate reported as sulfate (rather than as sulfur). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_00950_F_mg_per_L,milligrams_per_liter,"Mean fluoride. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_01130_Li_mg_per_L,milligrams_per_liter,"Mean lithium. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_71851_NO3_mg_per_L_as_NO3,milligrams_per_liter,"Mean nitrate reported as nitrate (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_71856_NO2_mg_per_L_as_NO2,milligrams_per_liter,"Mean nitrite reported as nitrite (rather than as nitrogen). 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_71870_Br_mg_per_L,milligrams_per_liter,"Mean bromide. 5-digit prefix refers to a US Geological Survey parameter code. For each sampling event (e.g. SPS_005_ION), the NPOC values of each of the three biological replicates (e.g. SPS_005_ION-1; SPS_005_ION-2; SPS_005_ION-3) are averaged. Any replicate values that were identified as an outlier or were above/below the limit of detection are not included in the mean. Outliers were identified using distance based outlier detection. If the set of replicates had a coefficient of variation of 30 percent or higher, the outlier was identified by calculating the distance between each of the replicates. The replicate with the highest distance to the other two replicates was flagged as an outlier. The ""Mean_Missing_Reps"" column indicates if a mean does not include all three replicates using a TRUE/FALSE flag where TRUE indicates one or more replicates are missing from the mean.",numeric,column_header
Mean_Missing_Reps,N/A,Indication of whether all replicates (reps) are included in the calculation of the mean (with a FALSE flag) or all replicates are not included (with a TRUE flag).,text,column_header
Method_Description,N/A,Description of method code.,text,column_header
Method_ID,N/A,Alphanumeric ID associated with method code.,text,column_header
Method_Instrument,N/A,Instrument used in method code.,text,column_header
Method_Lab,N/A,Laboratory in which methods were completed.,text,column_header
Method_Name,N/A,Name of method code category.,text,column_header
Method_Type,N/A,Type of method.,text,column_header
MethodID_Analysis,N/A,Method code defining information about analysis of the samples that led to the data presented in the column.,text,row_header
MethodID_DataProcessing,N/A,Method code defining information about data processing that led to the data presented in the column.,text,row_header
MethodID_Inspection,N/A,Method code defining information about inspection of the samples that led to the data presented in the column.,text,row_header
MethodID_Preparation,N/A,Method code defining information about preparation of the samples that led to the data presented in the column.,text,row_header
MethodID_Preservation,N/A,Method code defining information about preservation of the samples that led to the data presented in the column.,text,row_header
MethodID_Storage,N/A,Method code defining information about storage of the samples that led to the data presented in the column.,text,row_header
Methods_Deviation,N/A,"Deviations from the methods codes listed in the header rows. If a row has a methods deviation, it indicates that the sample from that row uses the methods indicated in the deviations column when they conflict with the methods written in the header rows above (MethodID_*).",text,column_header
Missing_Value_Codes,N/A,Missing value codes.,text,column_header
Notes,N/A,Free text field to record notes related to the site visit; including weather; site disturbance; sensor installation difficulties; or other information relevant to the quality of data collected.,time,column_header
Parent_IGSN,N/A,The IGSN for each site ID.,text,column_header
Physiographic_Feature_Name,N/A,Name of the physiographic feature (river).,text,column_header
Primary_Physiographic_Feature,N/A,Type of physical feature that sample was collected from (suggested vocabulary from SESAR).,text,column_header
Related_URL,N/A,Related URL associated with the samples.,url,column_header
Related_URL_Type,N/A,Type of URL associated with the samples.,text,column_header
Sample_Name,N/A,Name of sample.,text,column_header
Site_ID,N/A,Unique site ID.,text,column_header
Standard,N/A,ESS-DIVE Reporting Format or other standard applied to the data file.,text,column_header
Start_Date,YYYY-MM-DD,The earliest date in the file.,date,column_header
State_or_Province,N/A,State or province.,text,column_header
Stream_Gradient,N/A,General gradient of river. One of the following classes may be selected: relatively flat/gentle gradient (e.g.; valleys) or relatively steep gradient (e.g.; mountainous or hilly terrain).,text,column_header
Stream_Hydrogeomorphology,N/A,General hydrogeomorphology of river. One of the following classes may be selected: multi-channel (braided); single-channel straight; single-channel meandering.,text,column_header
Term_Type,N/A,Indicates whether the header is a column header or row header.,text,column_header
Time_Arriving,hh:mm UTC-07:00,Site arrival time. Recorded in Pacific Standard Time.,time,column_header
Time_Leaving,hh:mm UTC-07:00,Site departure time. Recorded in Pacific Standard Time.,time,column_header
Time_Zone,N/A,Local time zone.,text,column_header
Unit,N/A,Unit of measurement that applies to a given column or row in the dataset.,text,column_and_row_header
Unit_Basis,N/A,Basis of the units listed in the column.,text,row_header
Vegetation,N/A,General type of vegetation present in the riparian corridor. Up to two of the following types may be selected if mixed: need leaf evergreen tree; need leaf deciduous tree; broadleaf evergreen tree; broadleaf deciduous tree; shrub; grass; crop; and/or not vegetated.,text,column_header
Weather,N/A,Weather conditions (sunny; partly cloudy; overcast; raining; other) during data collection.,text,column_header
