Column_or_Row_Name,Unit,Definition,Data_Type,Term_Type
Dissolved_Oxygen_Saturation_3_RMSE,percent_saturation,The root mean square error (RMSE) for the linear regression of miniDOT 3 dissolved oxygen saturation data against time.,numeric,column_header
Dissolved_Oxygen_Saturation_3_Rsquared,N/A,R-squared value for the linear regression of miniDOT 3 dissolved oxygen saturation data against time.,numeric,column_header
Dissolved_Oxygen_Saturation_3_Slope,percent_saturation_per_minute,Slope of the line for the linear regression of miniDOT 3 dissolved oxygen saturation sample data against time.,numeric,column_header
Field_Name,N/A,Name of field of header rows before data.,text,column_header
File_Description,N/A,A brief description of the files in the data package.,text,column_header
File_Name,N/A,Name of files in the data package.,text,column_header
File_Path,N/A,File path within the data package.,text,column_header
herb_cov_evc_MAX,N/A,Maximum of herbaceous cover in catchment (z-score).,numeric,column_header
herb_cov_evc_MEAN,N/A,Mean of herbaceous cover in catchment (z-score).,numeric,column_header
herb_cov_evc_MIN,N/A,Minimum of herbaceous cover in catchment (z-score).,numeric,column_header
herb_cov_evc_STD,N/A,Standard deviation of herbaceous cover in catchment (z-score).,numeric,column_header
herb_hgt_evh_MAX,N/A,Maximum of herbaceous height in catchment (z-score).,numeric,column_header
herb_hgt_evh_MEAN,N/A,Mean of herbaceous height in catchment (z-score).,numeric,column_header
herb_hgt_evh_MIN,N/A,Minimum of herbaceous height in catchment (z-score).,numeric,column_header
herb_hgt_evh_STD,N/A,Standard deviation of herbaceous height in catchment (z-score).,numeric,column_header
Mass,mass_to_charge_ratio,Measured ionic mass. The units of mass to charge ration is commonly denoted as m/z.,numeric,column_header
Material,N/A,Type of sample (e.g. Liquid>aqueous; sediment; etc). Uses a controlled vocabulary from the International Generic Sample Number (IGSN) System for Earth Sample Registration (SESAR) (https://www.geosamples.org/).,text,column_header
MCD15A3H_FPAR_1_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_1_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_1_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_1_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_10_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_10_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_10_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_10_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_11_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_11_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_11_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_11_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_12_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_12_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_12_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_12_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2009_2019_median_MAX,N/A,Median of the annual maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of  photosynthetically active radiation in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2009_2019_median_MEAN,N/A,Median of the annual mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of  photosynthetically active radiation in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2009_2019_median_MIN,N/A,Median of the annual minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of  photosynthetically active radiation in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_2009_2019_median_STD,N/A,Median of the annual Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of  photosynthetically active radiation in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_3_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_3_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_3_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_3_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_4_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_4_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_4_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_4_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_5_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_5_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_5_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_5_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_6_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_6_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_6_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_6_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_7_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_7_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_7_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_7_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_8_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_8_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_8_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_8_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_9_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_9_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_9_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_FPAR_9_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived fraction of photosynthetically active radiation in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_1_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_1_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_1_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_1_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for January from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_10_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_10_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_10_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_10_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for October from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_11_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_11_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_11_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_11_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for November from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_12_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_12_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_12_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_12_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for December from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for February from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2009_2019_median_MAX,N/A,Median of the annual maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2009_2019_median_MEAN,N/A,Median of the annual mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2009_2019_median_MIN,N/A,Median of the annual minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_2009_2019_median_STD,N/A,Median of the annual Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_3_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_3_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_3_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_3_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for March from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_4_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_4_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_4_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_4_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for April from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_5_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_5_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_5_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_5_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for May from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_6_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_6_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_6_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_6_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for June from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_7_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_7_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_7_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_7_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for July from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_8_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_8_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_8_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_8_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for August from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_9_MAX,N/A,Maximum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_9_MEAN,N/A,Mean Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_9_MIN,N/A,Minimum Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for September from 2009-2019 (z-score).,numeric,column_header
MCD15A3H_LAI_9_STD,N/A,Standard deviation of Moderate Resolution Imaging Spectroradiometer (MODIS) derived leaf area index in the catchment for September from 2009-2019 (z-score).,numeric,column_header
