File_Name,File_Description,Standard,Start_Date,End_Date,Missing_Value_Codes,File_Path
MantaRiver_*.csv,Time series data (depth; temperature; specific conductance; turbidity; and pH) collected using MantaRiver sensor for each sampling date and location. The asterisk * refers to the site ID underscore sampling location underscore sampling date.,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MantaRiver/Data/
MantaRiver_Summary_Statistics.csv,Summary statistics (e.g. mean; range; slope; root mean square error or RMSE; R squared) for MantaRiver data.,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MantaRiver/Plots_and_Summary_Statistics/
MantaRiver_TsPlot.pdf,Time series plots with linear regression fitted line for data from MantaRiver sensor for each sampling date and location.,N/A,8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MantaRiver/Plots_and_Summary_Statistics/
MantaRiver_Vplot.pdf,Violin plots for data from MantaRiver sensor for each sampling date and location.,N/A,8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MantaRiver/Plots_and_Summary_Statistics/
Minidot_*.csv,Time series data (temperature; dissolved oxygen; and dissolved oxygen saturation) collected using Minidot sensor for each sampling date and location. The asterisk * refers to the site ID underscore sampling location underscore sampling date.,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MinidotManualChamber/Data/
Minidot_Summary_Statistics_v2.csv,Summary statistics (e.g. mean; range; slope; root mean square error or RMSE;  normalized root mean square error or NRMSE; R squared) for Minidot data.,ESS-DIVE Reporting Format for Hydrologic Monitoring Data and Metadata (Goldman et al. 2021); ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (Velliquette et al. 2021),8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MinidotManualChamber/Plots_and_Summary_Statistics/
Minidot_TsPlot.pdf,Time series plots with linear regression fitted line for data from Minidot sensor for each sampling date and location.,N/A,8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MinidotManualChamber/Plots_and_Summary_Statistics/
Minidot_Vplot.pdf,Violin plots for data from Minidot sensor for each sampling date and location.,N/A,8/30/2021,9/15/2021,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/MinidotManualChamber/Plots_and_Summary_Statistics/
QAQC_SpatialStudy.R,R script to generate time series plots; violin plots; and summary statistics from sensor data.,N/A,-9999,-9999,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/
helper.R,R script to with functions for generating plots and summary statistics.,N/A,-9999,-9999,N/A; -9999,/SFA_SpatialStudy_2021_SensorDataPackage/
SPS_*_EnvContext_*.jpeg,"Field photos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Samplers took photos looking upstream, downstream, and across stream at most sites. Photos of the hard copy metadata sheets are also included.",N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_SensorDataPackage/FieldPhotos/SPS_EnvironmentalContextPhotos/
SPS_*_EnvContext_*.jpg,"Field photos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Samplers took photos looking upstream, downstream, and across stream at most sites. Photos of the hard copy metadata sheets are also included.",N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_EnvironmentalContextPhotos/
SPS_*_EnvContext_*.mp4,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view. ,N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_EnvironmentalContextPhotos/
SPS_*_EnvContext_*.mov,Field videos to show the environmental context of each site. The first asterisk refers to the site ID and date. The second asterisk is an indicator to differentiate photos taken at the same site and date. Each video should start by looking directly upstream with riparian vegetation in view and rotate towards the river downstream until looking directly down the shoreline with riparian vegetation in view. ,N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_EnvironmentalContextPhotos/
SPS_*.jpg,"Sediment quadrat photos to show the grain size at each site (part 1). The asterisk refers to the site ID, date, and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed of dry sediment have photos of all 16 individual squares that make up the full quadrat, but some do not. Most underwater quadrats do not have photos of the individual squares. The quadrat frame size is 80 centimeters by 80 centimeters, and it is made up of sixteen 20 centimeter by 20 centimeter squares. ",N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_SedimentQuadratPhotos_Part1/
SPS_*.jpg,"Sediment quadrat photos to show the grain size at each site (part 2). The asterisk refers to the site ID, date, and an indicator to differentiate photos taken at the same site and date. Samplers took photos of the full quadrat and also of individual squares making up the full quadrat. Most quadrats that were photographed of dry sediment have photos of all 16 individual squares that make up the full quadrat, but some do not. Most underwater quadrats do not have photos of the individual squares. The quadrat frame size is 80 centimeters by 80 centimeters, and it is made up of sixteen 20 centimeter by 20 centimeter squares. ",N/A,8/30/2021,9/15/2021,N/A,/SFA_SpatialStudy_2021_SedimentQuadratPhotos_Part2/
SPS_Spatial_Sampling_Protocol.pdf,Step-by-step instructions used to complete the sampling in the field.,N/A,-9999,-9999,N/A,/SFA_SpatialStudy_2021_SensorDataPackage/
SPS_Spatial_Sensor_Protocol.pdf,Step-by-step instructions used to complete sensor sampling in the field.,N/A,-9999,-9999,N/A,/SFA_SpatialStudy_2021_SensorDataPackage/
SPS_IGSN_Mapping.csv,This file maps between site ID and registered International Geo Sample Numbers (IGSNs). It conforms to the ESS-DIVE Sample ID and Metadata Reporting Format (IGSN-ESS) v1.1.0 (Damerow et al. 2020). Some information may be repeated between the field metadata file and this file.,ESS-DIVE Reporting Format for Comma-separated Values (CSV) File Structure (2021); ESS-DIVE Reporting Format for Sample ID and Metadata (Damerow et al. 2020),-9999,-9999,N/A,/SFA_SpatialStudy_2021_SensorDataPackage/
